id,operatorId,code,name,description,timeZone
512,22,russia-megafon-megafon_volga-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
513,22,russia-megafon-megafon_volga-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
515,21,russia-beeline-beeline-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
516,249,russia-motiv-motiv-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
517,22,russia-megafon-megafon_kavkaz-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
518,22,russia-megafon-megafon_kavkaz-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
519,22,russia-megafon-megafon_ural-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
520,22,russia-megafon-megafon_ural-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
521,22,russia-megafon-megafon_ural-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
522,22,russia-megafon-megafon_ural-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
523,22,russia-megafon-megafon_sibir-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
524,22,russia-megafon-megafon_sibir-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
525,22,russia-megafon-megafon_sibir-omskaya_oblast,Омская область,Омская область,Asia/Omsk
526,22,russia-megafon-megafon_sibir-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
527,22,russia-megafon-megafon_sibir-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
528,25,russia-mts-mts-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
529,25,russia-mts-mts-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
530,25,russia-mts-mts-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
531,25,russia-mts-mts-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
532,25,russia-mts-mts-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
533,249,russia-motiv-motiv-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
534,249,russia-motiv-motiv-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
535,249,russia-motiv-motiv-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
536,238,russia-skylink-skylink_chelyabinsk-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
636,22,russia-megafon-megafon_3g_kavkaz-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
637,22,russia-megafon-megafon_3g_dv-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
638,22,russia-megafon-megafon_3g_volga-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
639,256,russia-sotel-sotel_bashkortostan-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
640,22,russia-megafon-megafon_3g_sibir-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
641,257,russia-vtell-vtell-moskva,Москва,Москва,Europe/Moscow
642,257,russia-vtell-vtell-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
643,257,russia-vtell-vtell-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
644,257,russia-vtell-vtell-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
645,257,russia-vtell-vtell-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
646,257,russia-vtell-vtell-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
647,257,russia-vtell-vtell-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
648,257,russia-vtell-vtell-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
649,257,russia-vtell-vtell-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
650,257,russia-vtell-vtell-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
651,257,russia-vtell-vtell-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
652,257,russia-vtell-vtell-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
653,257,russia-vtell-vtell-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
654,257,russia-vtell-vtell-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
655,257,russia-vtell-vtell-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
656,257,russia-vtell-vtell-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
657,257,russia-vtell-vtell-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
658,257,russia-vtell-vtell-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
659,257,russia-vtell-vtell-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
660,257,russia-vtell-vtell-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
661,257,russia-vtell-vtell-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
662,257,russia-vtell-vtell-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
663,257,russia-vtell-vtell-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
664,257,russia-vtell-vtell-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
665,257,russia-vtell-vtell-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
666,257,russia-vtell-vtell-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
667,257,russia-vtell-vtell-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
668,257,russia-vtell-vtell-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
669,257,russia-vtell-vtell-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
670,257,russia-vtell-vtell-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
671,257,russia-vtell-vtell-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
672,257,russia-vtell-vtell-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
673,257,russia-vtell-vtell-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
674,257,russia-vtell-vtell-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
675,257,russia-vtell-vtell-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
676,257,russia-vtell-vtell-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
